algo,time,roughMemoryEstimate,answerDepth,answerCost,startState,processedNodes,nodeInstancesCreated
IterativeDeepening,16.926,7943,7,17,EDF#AC#B###,2324609,3246135
BFS,2.477,63017,8,20,ACB#EDF####,77313,572353
DFS,2.519,4570,404,712,ACB#EDF####,2366,10448
Uniform,2.601,4641,8,19,ACB#EDF####,3462,20710
IterativeDeepening,16.638,1572,8,20,ACB#EDF####,934868,3054845
BFS,1.016,48624,7,18,EDBCF#A####,25575,233070
DFS,1.036,2884,409,725,EDBCF#A####,632,3801
Uniform,1.145,4669,7,18,EDBCF#A####,3344,20502
IterativeDeepening,2.656,496,7,18,EDBCF#A####,221387,274901
BFS,2.467,27483,7,18,AC#DF#B#E##,77511,497202
DFS,2.489,3622,612,1062,AC#DF#B#E##,954,5286
Uniform,2.573,4298,7,18,AC#DF#B#E##,3805,21053
IterativeDeepening,28.436,9860,7,18,AC#DF#B#E##,1625802,5738098
BFS,2.424,53127,7,19,EBF#CD#A###,80244,568435
DFS,2.433,1174,151,266,EBF#CD#A###,186,1237
Uniform,2.569,4546,8,17,EBF#CD#A###,3557,20805
IterativeDeepening,18.899,8876,7,19,EBF#CD#A###,2714260,3647562
BFS,1.783,54552,7,19,EBC#DA#F###,59621,452500
DFS,1.821,4523,425,754,EBC#DA#F###,2287,10260
Uniform,1.91,4301,7,19,EBC#DA#F###,3802,21050
IterativeDeepening,10.378,3704,7,19,EBC#DA#F###,946205,1863482
BFS,0.682,43321,7,20,DFCBA#E####,19737,186071
DFS,0.709,4074,617,1093,DFCBA#E####,1438,7044
Uniform,0.792,4549,7,20,DFCBA#E####,3554,20802
IterativeDeepening,1.693,390,7,20,DFCBA#E####,137471,190884
BFS,2.703,41394,7,18,BE#DC#FA###,90411,606562
DFS,2.775,4226,54,93,BE#DC#FA###,3810,19123
Uniform,2.857,4395,7,17,BE#DC#FA###,3708,20956
IterativeDeepening,31.435,15508,7,18,BE#DC#FA###,4680829,6239245
BFS,2.827,46650,8,21,DEBC#FA####,108314,700367
DFS,2.853,4065,541,971,DEBC#FA####,1479,7073
Uniform,2.934,4345,8,21,DEBC#FA####,3758,21006
IterativeDeepening,53.398,8660,8,21,DEBC#FA####,9455930,11052578
BFS,2.539,45000,7,18,DEFC#A#B###,84287,582993
DFS,2.554,2461,331,579,DEFC#A#B###,503,3059
Uniform,2.639,4443,7,19,DEFC#A#B###,3660,20908
IterativeDeepening,23.455,12234,7,18,DEFC#A#B###,4242713,4676075
BFS,1.776,39303,6,16,DE#FC#A#B##,62218,443443
DFS,1.8,3821,626,1096,DE#FC#A#B##,1161,6065
Uniform,1.879,4667,6,15,DE#FC#A#B##,3436,20684
IterativeDeepening,9.807,8203,6,16,DE#FC#A#B##,1355563,1711794
BFS,2.321,50788,7,19,FBA#CD#E###,79086,559984
DFS,2.355,3972,586,1043,FBA#CD#E###,1348,6707
Uniform,2.465,4640,8,17,FBA#CD#E###,3463,20711
IterativeDeepening,19.79,9139,7,19,FBA#CD#E###,2846809,3769515
BFS,1.769,54552,7,19,EBC#DA#F###,59621,452500
DFS,1.811,4523,425,754,EBC#DA#F###,2287,10260
Uniform,1.893,4301,7,19,EBC#DA#F###,3802,21050
IterativeDeepening,10.412,3704,7,19,EBC#DA#F###,946205,1863482
BFS,2.118,22514,7,18,EAC#B#D#F##,84878,525238
DFS,2.185,4533,201,355,EAC#B#D#F##,3185,14721
Uniform,2.295,4375,7,18,EAC#B#D#F##,3728,20976
IterativeDeepening,40.936,22687,7,18,EAC#B#D#F##,6276563,8757728
BFS,2.2,25165,7,17,AEC#B#D#F##,76292,486846
DFS,2.206,1188,137,243,AEC#B#D#F##,170,1195
Uniform,2.289,4232,8,18,AEC#B#D#F##,3871,21119
IterativeDeepening,34.331,18437,7,17,AEC#B#D#F##,4609766,7149887
BFS,3.586,23426,9,23,BEC#DFA####,156389,870653
DFS,3.626,4485,341,604,BEC#DFA####,2455,11017
Uniform,3.711,4160,10,22,BEC#DFA####,3943,21191
IterativeDeepening,357.443,35619,9,23,BEC#DFA####,54551446,79029724
BFS,2.735,23521,9,22,CAFDE#B####,122335,707451
DFS,2.765,4286,541,954,CAFDE#B####,1764,8169
Uniform,2.848,4324,9,22,CAFDE#B####,3779,21027
